solID,rn,coef,xDecompAgg,xDecompPerc,xDecompMeanNon0,xDecompMeanNon0Perc,xDecompAggRF,xDecompPercRF,xDecompMeanNon0RF,xDecompMeanNon0PercRF,pos,spend_share_refresh,effect_share_refresh,mape,nrmse,decomp.rssd,rsq_train,lambda,iterPar,iterNG,df.int,trial,iterations,robynPareto,total_spend,mean_spend,spend_share,effect_share,roi_mean,roi_total,cpa_total,mean_response,next_unit_response
1_223_3,spend_insert,94149642.7612144,649234729.832454,0.028750366303096,3106386.26714093,0.0235195167624103,649234729.832454,0.028750366303096,3106386.26714093,0.0235195167624103,TRUE,0.0338346599549506,0.0520999498260541,0,0.116911132385123,0.0576618630313343,0.527106570574518,133208528.454404,3,223,1,1,1335,3,16610245.52,79474.8589473684,0.0338346599549506,0.0520999498260541,1.76316134447225,39.0864017663511,0.0255843453172731,140126.999153385,5.10165263494127
1_223_3,spend_newspaper,20822258.9991814,1050998091.77491,0.0465418418546117,5028699.00370772,0.0380740063661419,1050998091.77491,0.0465418418546117,5028699.00370772,0.0380740063661419,TRUE,0.108374473505541,0.0843407558663452,0,0.116911132385123,0.0576618630313343,0.527106570574518,133208528.454404,3,223,1,1,1335,3,53203626.56,262086.830344828,0.108374473505541,0.0843407558663452,21.7284776307622,19.7542566123694,0.0506220011019719,5694747.83046497,8.30254751164466
1_223_3,spend_online,27146096.4116115,1361616651.94602,0.0602971093643524,6514912.21026805,0.049326636727653,1361616651.94602,0.0602971093643524,6514912.21026805,0.049326636727653,TRUE,0.091899313403979,0.10926735121982,0,0.116911132385123,0.0576618630313343,0.527106570574518,133208528.454404,3,223,1,1,1335,3,45115575.59,215863.998038278,0.091899313403979,0.10926735121982,4.39134156601021,30.1806334982863,0.0331338306751176,947932.547190634,8.32413314725272
1_223_3,spend_radio,9327981.98116514,515420258.018314,0.0228245972329406,2466125.63645126,0.0186718837442291,515420258.018314,0.0228245972329406,2466125.63645126,0.0186718837442291,TRUE,0.05219691445492,0.0413615728613532,0,0.116911132385123,0.0576618630313343,0.527106570574518,133208528.454404,3,223,1,1,1335,3,25624716.36,123195.751730769,0.05219691445492,0.0413615728613532,15.8332854074989,20.1141839299686,0.0497161606695899,1950593.49814465,19.4873444559053
1_223_3,spend_social_media,13902057.5970081,525083136.096369,0.0232525029987919,2586616.43397226,0.0195841609333179,525083136.096369,0.0232525029987919,2586616.43397226,0.0195841609333179,TRUE,0.0434287286647672,0.0421370019009733,0,0.116911132385123,0.0576618630313343,0.527106570574518,133208528.454404,3,223,1,1,1335,3,21320203.8,105545.563366337,0.0434287286647672,0.0421370019009733,3.76831034578991,24.6284294944859,0.0406034822571165,397728.438385591,5.38742671546061
1_223_3,spend_tv,78258838.8737255,675987349.30596,0.02993506510938,3234389.231129,0.0244886711425339,675987349.30596,0.02993506510938,3234389.231129,0.0244886711425339,TRUE,0.0715898069009083,0.0542468006771244,0,0.116911132385123,0.0576618630313343,0.527106570574518,133208528.454404,3,223,1,1,1335,3,35145152.07,170607.534320388,0.0715898069009083,0.0542468006771244,0.89893256639737,19.2341563342668,0.0519908428849796,153364.668673354,2.59872350658407
1_223_3,spend_video,45900910.5177463,484779664.494968,0.0214677254467257,2319519.92581324,0.0175618815834258,484779664.494968,0.0214677254467257,2319519.92581324,0.0175618815834258,TRUE,0.00787422947790609,0.0389027189032188,0,0.116911132385123,0.0576618630313343,0.527106570574518,133208528.454404,3,223,1,1,1335,3,3865647.98,18765.2814563107,0.00787422947790609,0.0389027189032188,3.31176859916334,125.407090092815,0.00797403080846459,62146.2698814719,8.72422495282081
1_223_3,store_count,25838.519634783,3558658102.52377,0.157589727249253,17027072.2608793,0.128917808995823,3558658102.52377,0.157589727249253,17027072.2608793,0.128917808995823,TRUE,,,0,0.116911132385123,0.0576618630313343,0.527106570574518,133208528.454404,3,223,1,1,1335,3,,,,,,,,,
1_223_3,trend,0.0468743757546012,1059283841.89969,0.0469087636168603,5068343.74114682,0.038374170282202,1059283841.89969,0.0469087636168603,5068343.74114682,0.038374170282202,TRUE,,,0,0.116911132385123,0.0576618630313343,0.527106570574518,133208528.454404,3,223,1,1,1335,3,,,,,,,,,
1_267_1,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,,,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,,,,,,,,,
1_267_1,CPI,-242163.21778371,-4750758006.48082,-0.210393176461487,0,0,-4750758006.48082,-0.210393176461487,0,0,FALSE,,,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,,,,,,,,,
1_267_1,gas_dpg,0,0,0,0,0,0,0,0,0,TRUE,,,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,,,,,,,,,
1_267_1,holiday,0,0,0,0,0,0,0,0,0,TRUE,,,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,,,,,,,,,
1_267_1,markdown_1,12346605.9101349,898248283.368077,0.039780032856037,4582899.40493917,0.034950661696951,898248283.368077,0.039780032856037,4582899.40493917,0.034950661696951,TRUE,,,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,,,,,,,,,
1_267_1,markdown_2,147038243.322518,10370127650.8774,0.459253890390303,49617835.650131,0.378401539006869,10370127650.8774,0.459253890390303,49617835.650131,0.378401539006869,TRUE,,,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,,,,,,,,,
1_267_1,season,0.269462256288841,-1483191.54085835,-6.56849663056513e-05,-7096.61024334137,-5.41210273004964e-05,-1483191.54085835,-6.56849663056513e-05,-7096.61024334137,-5.41210273004964e-05,FALSE,,,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,,,,,,,,,
1_267_1,spend_SEM,46418993.9175113,3079235905.27644,0.136367759061101,14733186.1496481,0.112360006043246,3079235905.27644,0.136367759061101,14733186.1496481,0.112360006043246,TRUE,0.26656260471682,0.257374852313526,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,130861971.62,626133.835502392,0.26656260471682,0.257374852313526,7.69060404390214,23.5304104558198,0.042498196190737,4815347.40733866,5.92392081115395
1_267_1,spend_audio,627043.059766228,48430672.8899166,0.0021448120686376,231725.707607256,0.00176721461621855,48430672.8899166,0.0021448120686376,231725.707607256,0.00176721461621855,TRUE,0.00163663842554352,0.00404802933777426,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,803465.03,3844.33028708134,0.00163663842554352,0.00404802933777426,9.88529155378971,60.2772629568166,0.0165900034431957,38002.3257168631,22.2210329528025
1_267_1,spend_direct_mail,38234036.744833,3752267435.7364,0.166173790300545,17953432.7068727,0.136918639793974,3752267435.7364,0.166173790300545,17953432.7068727,0.136918639793974,TRUE,0.322602630494664,0.313629519407285,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,158373363.44,761410.401153846,0.322602630494664,0.313629519407285,15.5927429765282,23.6925411839091,0.0422073762471354,11872476.6848472,6.62006624042988
1_267_1,spend_insert,105705372.684893,709096355.14952,0.0314032064722412,3392805.52703119,0.0258746238355164,709096355.14952,0.0314032064722412,3392805.52703119,0.0258746238355164,TRUE,0.0338346599549506,0.0592691093819531,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,16610245.52,79474.8589473684,0.0338346599549506,0.0592691093819531,2.37485639092986,42.6902994477543,0.023424525312216,188741.376689407,6.72336035981425
1_267_1,spend_newspaper,20455491.631779,890686316.086902,0.0394451418103526,4261657.01476987,0.0325007641300468,890686316.086902,0.0394451418103526,4261657.01476987,0.0325007641300468,TRUE,0.108374473505541,0.0744471245829943,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,53203626.56,262086.830344828,0.108374473505541,0.0744471245829943,19.2185310621568,16.7410827734165,0.0597332928541467,5036923.88996428,9.0160434730351
1_267_1,spend_online,28059129.1199485,1062608580.81321,0.0470589313005511,5084251.58283831,0.0387741343094849,1062608580.81321,0.0470589313005511,5084251.58283831,0.0387741343094849,TRUE,0.091899313403979,0.0888170750689305,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,45115575.59,215863.998038278,0.091899313403979,0.0888170750689305,2.03909243862887,23.5530316729183,0.0424573793253894,440166.646172049,5.43340865476057
1_267_1,spend_radio,10064736.7160321,730649807.290438,0.0323577276777946,3495932.09229875,0.0266611001196674,730649807.290438,0.0323577276777946,3495932.09229875,0.0266611001196674,TRUE,0.05219691445492,0.0610706331145485,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,25624716.36,123195.751730769,0.05219691445492,0.0610706331145485,27.3358736952782,28.513478823554,0.0350711327154488,3367663.50910716,14.4495771657676
1_267_1,spend_social_media,10335925.3127786,486257192.205943,0.0215344993590267,2395355.62663026,0.0182677507736728,486257192.205943,0.0215344993590267,2395355.62663026,0.0182677507736728,TRUE,0.0434287286647672,0.0406433209017672,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,21320203.8,105545.563366337,0.0434287286647672,0.0406433209017672,3.7195139339605,22.8073425923791,0.0438455289540897,392578.1936088,5.0514904158772
1_267_1,spend_tv,57426884.0954794,771257215.654368,0.0341560768300565,3690225.91222186,0.0281428471470236,771257215.654368,0.0341560768300565,3690225.91222186,0.0281428471470236,TRUE,0.0715898069009083,0.0644647627142303,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,35145152.07,170607.534320388,0.0715898069009083,0.0644647627142303,1.0478583203818,21.9449104706739,0.0455686525281729,178772.524357443,2.91697261863737
1_267_1,spend_video,42740355.3909961,433522844.100341,0.0191990937266144,2074271.98134134,0.015819063846174,433522844.100341,0.0191990937266144,2074271.98134134,0.015819063846174,TRUE,0.00787422947790609,0.0362355731769916,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,3865647.98,18765.2814563107,0.00787422947790609,0.0362355731769916,2.56385453945904,112.14752257404,0.00891682648932171,48111.4520459886,7.23246093945636
1_267_1,store_count,22481.1836731228,3096262772.15148,0.137121814856437,14814654.412208,0.112981309159937,3096262772.15148,0.137121814856437,14814654.412208,0.112981309159937,TRUE,,,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,,,,,,,,,
1_267_1,trend,0.0444267178468619,1003970796.54331,0.0444620847180945,4803688.02173831,0.036634466548519,1003970796.54331,0.0444620847180945,4803688.02173831,0.036634466548519,TRUE,,,0,0.115312277349945,0.0540356936570589,0.539952532550591,100767366.693274,1,267,1,1,1597,1,,,,,,,,,
1_301_2,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,,,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,,,,,,,,,
1_301_2,CPI,-159258.39986585,-3124331288.56824,-0.138354395686273,0,0,-3124331288.56824,-0.138354395686273,0,0,FALSE,,,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,,,,,,,,,
1_301_2,gas_dpg,0,0,0,0,0,0,0,0,0,TRUE,,,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,,,,,,,,,
1_301_2,holiday,0,0,0,0,0,0,0,0,0,TRUE,,,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,,,,,,,,,
1_301_2,markdown_1,6629715.78635229,482329384.095821,0.0213589354952466,2460864.20457051,0.0191437981334799,482329384.095821,0.0213589354952466,2460864.20457051,0.0191437981334799,TRUE,,,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,,,,,,,,,
1_301_2,markdown_2,176929132.923987,12478234587.9659,0.552572197438362,59704471.7127556,0.464458929514371,12478234587.9659,0.552572197438362,59704471.7127556,0.464458929514371,TRUE,,,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,,,,,,,,,
1_301_2,season,0.3553543516772,-1955964.35535618,-8.66157399374918e-05,-9358.68112610612,-7.28039775380666e-05,-1955964.35535618,-8.66157399374918e-05,-9358.68112610612,-7.28039775380666e-05,FALSE,,,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,,,,,,,,,
1_301_2,spend_SEM,44264542.0035256,3120755355.09264,0.138196043043952,14931843.804271,0.116159275679946,3120755355.09264,0.138196043043952,14931843.804271,0.116159275679946,TRUE,0.26656260471682,0.273335566771606,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,130861971.62,626133.835502392,0.26656260471682,0.273335566771606,8.57197403764931,23.8476871199431,0.0419327876523392,5367202.98202029,5.65100799035281
1_301_2,spend_audio,-3979035.41984032,-246106229.774355,-0.0108982932826761,0,0,-246106229.774355,-0.0108982932826761,0,0,FALSE,0.00163663842554352,-0.0215555460608669,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,803465.03,3844.33028708134,0.00163663842554352,-0.0215555460608669,-45.6874842339807,-306.306087490024,-0.00326470821456517,-175637.779381243,-100.67985269599
1_301_2,spend_direct_mail,31682106.1087433,3225220380.10324,0.142822055483343,15431676.4598241,0.120047623294031,3225220380.10324,0.142822055483343,15431676.4598241,0.120047623294031,TRUE,0.322602630494664,0.282485276880246,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,158373363.44,761410.401153846,0.322602630494664,0.282485276880246,15.6957227877547,20.3646642973843,0.0491046641082339,11950886.5842239,4.93669092282653
1_301_2,spend_insert,90822140.8227851,1261803363.55884,0.0558762902253213,6037336.66774566,0.0469662463359495,1261803363.55884,0.0558762902253213,6037336.66774566,0.0469662463359495,TRUE,0.0338346599549506,0.110516749404869,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,16610245.52,79474.8589473684,0.0338346599549506,0.110516749404869,23.8201150603513,75.9653649935238,0.0131638938361614,1893100.28453151,55.4941087926272
1_301_2,spend_newspaper,17609206.7714255,813863479.41261,0.0360402209193572,3894083.63355316,0.0302932404222768,813863479.41261,0.0360402209193572,3894083.63355316,0.0302932404222768,TRUE,0.108374473505541,0.0712833305106525,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,53203626.56,262086.830344828,0.108374473505541,0.0712833305106525,17.5729403766028,15.297142921165,0.0653716844481075,4605636.24314248,6.78660867642611
1_301_2,spend_online,37284792.8005864,1837064806.65814,0.08135052518012,8789783.76391453,0.0683783549294572,1837064806.65814,0.08135052518012,8789783.76391453,0.0683783549294572,TRUE,0.091899313403979,0.160901798759925,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,45115575.59,215863.998038278,0.091899313403979,0.160901798759925,10.3296059779529,40.7190816615743,0.0245585106341845,2229790.04456101,14.0280051715672
1_301_2,spend_radio,-6396574.57777848,-308521166.807767,-0.0136622066124344,0,0,-308521166.807767,-0.0136622066124344,0,0,FALSE,0.05219691445492,-0.0270222425006253,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,25624716.36,123195.751730769,0.05219691445492,-0.0270222425006253,-8.23083389008996,-12.0399836811215,-0.0830565909792705,-1014003.76846072,-20.5240880436031
1_301_2,spend_social_media,9561838.27801453,475285335.018377,0.0210470046968514,2341307.06905605,0.0182137274439005,475285335.018377,0.0210470046968514,2341307.06905605,0.0182137274439005,TRUE,0.0434287286647672,0.0416285070899524,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,21320203.8,105545.563366337,0.0434287286647672,0.0416285070899524,4.12413622099839,22.292720063885,0.0448576933247386,435284.28084479,4.68236958840862
1_301_2,spend_tv,105586554.53467,787548855.723643,0.0348749335276136,3768176.34317533,0.0293137699801248,787548855.723643,0.0348749335276136,3768176.34317533,0.0293137699801248,TRUE,0.0715898069009083,0.0689785287040425,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,35145152.07,170607.534320388,0.0715898069009083,0.0689785287040425,0.945098477057402,22.4084634533676,0.0446259959805372,161240.920860717,2.73632743366761
1_301_2,spend_video,40182913.2473173,450390169.483416,0.0199445750039113,2154976.88748046,0.0167642092723441,450390169.483416,0.0199445750039113,2154976.88748046,0.0167642092723441,TRUE,0.00787422947790609,0.0394480304401993,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,3865647.98,18765.2814563107,0.00787422947790609,0.0394480304401993,3.3871248147619,116.510911447094,0.00858288710971153,63560.3504766612,8.61025237830472
1_301_2,store_count,13719.8770030465,1889595540.01674,0.0836767374788539,9041126.98572605,0.0703336289716581,1889595540.01674,0.0836767374788539,9041126.98572605,0.0703336289716581,TRUE,,,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,,,,,,,,,
1_301_2,trend,-0.0247401854152768,-559087523.494808,-0.0247580071716104,0,0,-559087523.494808,-0.0247580071716104,0,0,FALSE,,,0,0.109581318403405,0.14660501533418,0.584544427825033,52540188.5098634,2,301,1,1,1802,2,,,,,,,,,
1_333_3,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,,,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,,,,,,,,,
1_333_3,CPI,-173819.132493127,-3409983741.25017,-0.15100754513468,0,0,-3409983741.25017,-0.15100754513468,0,0,FALSE,,,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,,,,,,,,,
1_333_3,gas_dpg,0,0,0,0,0,0,0,0,0,TRUE,,,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,,,,,,,,,
1_333_3,holiday,0,0,0,0,0,0,0,0,0,TRUE,,,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,,,,,,,,,
1_333_3,markdown_1,1289756.98978362,93833237.2854083,0.00415530626820955,478741.006558206,0.0037187682728739,93833237.2854083,0.00415530626820955,478741.006558206,0.0037187682728739,TRUE,,,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,,,,,,,,,
1_333_3,markdown_2,187428810.944995,13218742627.9875,0.585378120685033,63247572.3827151,0.491295005631694,13218742627.9875,0.585378120685033,63247572.3827151,0.491295005631694,TRUE,,,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,,,,,,,,,
1_333_3,season,0.383541327151338,-2111112.92481224,-9.34884165052105e-05,-10101.0187790059,-7.84627755811508e-05,-2111112.92481224,-9.34884165052105e-05,-10101.0187790059,-7.84627755811508e-05,FALSE,,,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,,,,,,,,,
1_333_3,spend_SEM,39924964.5040629,2544320495.47005,0.11267255834948,12173782.2749763,0.0945636046732764,2544320495.47005,0.11267255834948,12173782.2749763,0.0945636046732764,TRUE,0.26656260471682,0.223017196728098,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,130861971.62,626133.835502392,0.26656260471682,0.223017196728098,6.08857206978728,19.4427797775989,0.0514329746794827,3812260.98278865,4.75848557380959
1_333_3,spend_audio,-4628756.27607306,-395327760.856574,-0.0175066742894953,0,0,-395327760.856574,-0.0175066742894953,0,0,FALSE,0.00163663842554352,-0.034651644386782,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,803465.03,3844.33028708134,0.00163663842554352,-0.034651644386782,-56.5098522197101,-492.028583815992,-0.00203240224834982,-217242.536406722,-142.717886806757
1_333_3,spend_direct_mail,32703969.7321008,3513453994.22725,0.155589616511597,16810784.6613744,0.130582949411988,3513453994.22725,0.155589616511597,16810784.6613744,0.130582949411988,TRUE,0.322602630494664,0.307964606668368,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,158373363.44,761410.401153846,0.322602630494664,0.307964606668368,12.8049809710608,22.1846269973191,0.0450762593448538,9749845.69794274,5.82635191641748
1_333_3,spend_insert,99148340.0140632,1266781284.9062,0.0560980774606597,6061154.47323542,0.0470818848673561,1266781284.9062,0.0560980774606597,6061154.47323542,0.0470818848673561,TRUE,0.0338346599549506,0.111037116405104,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,16610245.52,79474.8589473684,0.0338346599549506,0.111037116405104,22.367043462611,76.2650548049336,0.0131121652316089,1777617.62426067,51.1232649760787
1_333_3,spend_newspaper,11142184.0557504,404468262.361272,0.0179114517894074,1935254.84383384,0.0150326882689959,404468262.361272,0.0179114517894074,1935254.84383384,0.0150326882689959,TRUE,0.108374473505541,0.0354528363065484,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,53203626.56,262086.830344828,0.108374473505541,0.0354528363065484,8.21702100305978,7.60226865183966,0.131539681876148,2153572.98956881,4.59354946995154
1_333_3,spend_online,29287629.0238844,1887342051.26856,0.0835789586160989,9030344.74291178,0.0701459851214376,1887342051.26856,0.0835789586160989,9030344.74291178,0.0701459851214376,TRUE,0.091899313403979,0.165431098122413,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,45115575.59,215863.998038278,0.091899313403979,0.165431098122413,13.4189786855611,41.8334915732937,0.0239042920490623,2896674.38865566,12.2602969510481
1_333_3,spend_radio,-7251003.3857999,-260778884.381878,-0.0115483187433119,0,0,-260778884.381878,-0.0115483187433119,0,0,FALSE,0.05219691445492,-0.0228580384681384,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,25624716.36,123195.751730769,0.05219691445492,-0.0228580384681384,-7.32635952241743,-10.176849597795,-0.0982622363031349,-902576.368814094,-13.6155700897798
1_333_3,spend_social_media,12868771.4741138,892322544.858684,0.039515565818516,4395677.56088021,0.0341447798021406,892322544.858684,0.039515565818516,4395677.56088021,0.0341447798021406,TRUE,0.0434287286647672,0.0782147032521944,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,21320203.8,105545.563366337,0.0434287286647672,0.0782147032521944,24.4161218246426,41.8533778208388,0.0238929341445435,2577013.33320301,11.7679756977595
1_333_3,spend_tv,109220896.803446,801262473.211672,0.0354830662752302,3833791.73785489,0.0297801585496886,801262473.211672,0.0354830662752302,3833791.73785489,0.0297801585496886,TRUE,0.0715898069009083,0.07023301936106,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,35145152.07,170607.534320388,0.0715898069009083,0.07023301936106,0.974958796140351,22.7986628601227,0.0438622214879588,166335.31627348,2.90287673348212
1_333_3,spend_video,22485421.3957517,754784706.541401,0.0334248472393685,3611410.07914546,0.0280527404978632,754784706.541401,0.0334248472393685,3611410.07914546,0.0280527404978632,TRUE,0.00787422947790609,0.0661591060111338,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,3865647.98,18765.2814563107,0.00787422947790609,0.0661591060111338,8.25723232898575,195.254381787087,0.00512152398756633,154949.288703565,17.9326408152992
1_333_3,store_count,10877.4623538108,1498118703.68057,0.066342611850757,7168032.07502663,0.0556798976782672,1498118703.68057,0.066342611850757,7168032.07502663,0.0556798976782672,TRUE,,,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,,,,,,,,,
1_333_3,trend,-0.00998671967726972,-225683448.950785,-0.00999415428036371,0,0,-225683448.950785,-0.00999415428036371,0,0,FALSE,,,0,0.109252983072484,0.174224852637934,0.587030333013517,47872662.9694745,3,333,1,1,1995,1,,,,,,,,,
